linea,estacion,afluencia_promedio,capacidad_estimada,indice_saturacion,categoria_saturacion
LINENA 1,Viveros/derechos Humanos,20476.0,38547,53.119568319194755,Media
LINÉA 3,Viveros/derechos Humanos,24269.5,38547,62.9608010999559,Media
LINEA  6,Viveros/derechos Humanos,18710.333333333332,38547,48.53901297982549,Baja
LÍNEA 11,Viveros/derechos Humanos,19286.333333333332,38547,50.0332926903088,Media
L2,Xola,20731.67767584098,75304,27.53064601593671,Baja
LÍNEA 2,Xola,12745.416075650119,75304,16.925284281910812,Baja
L-2,Xola,16453.75,75304,21.849768936577075,Baja
LNIEA 4,Xola,13715.0,75304,18.212843939232975,Baja
LÍNEA 11,Xola,22951.0,75304,30.477796664187824,Baja
LINEA B2,Xola,28424.75,75304,37.746666843726764,Baja
LIENA 5,Xola,26876.5,75304,35.69066716243493,Baja
LINÉA 3,Xola,11053.0,75304,14.677839158610432,Baja
LINEA 12,Zapotitlán,11504.606530343008,19566,58.798970307385304,Media
LINEA B2,Zapotitlán,11666.5,19566,59.6263927220689,Media
LIENA 5,Zapotitlán,16147.0,19566,82.52581007870796,Alta
L7,Zapotitlán,14165.0,19566,72.39599304916692,Media
LÍNEA 12,Zapotitlán,7758.280991735537,19566,39.651850105977395,Baja
LINEA  6,Zapotitlán,14442.0,19566,73.81171419809874,Media
LINÉA 3,Zapotitlán,15086.0,19566,77.10313809669836,Media
LNIEA 4,Zapotitlán,6585.0,19566,33.65532045384852,Baja
LÍNEA 11,Zapotitlán,11178.0,19566,57.12971481140754,Media
L8,Aculco,9311.272577658918,24700,37.697459828578616,Baja
L-8,Aculco,11769.0,24700,47.64777327935223,Baja
LÍNEA 8,Aculco,7595.6168009205985,24700,30.751485023970034,Baja
LINEA  6,Aculco,10491.0,24700,42.473684210526315,Baja
L7,Aculco,12104.0,24700,49.00404858299595,Baja
LINEA B2,Aculco,2947.0,24700,11.931174089068826,Baja
LINENA 1,Aculco,9583.0,24700,38.797570850202426,Baja
LÍNEA 11,Aculco,7843.0,24700,31.753036437246962,Baja
LINÉA 3,Aculco,6651.0,24700,26.927125506072873,Baja
LIENA 5,Aculco,14176.0,24700,57.392712550607285,Media
L5,Autobuses Del Norte,21805.62393336042,54693,39.86913121123438,Baja
LINENA 1,Autobuses Del Norte,17265.333333333332,54693,31.567720427355113,Baja
LÍNEA 5,Autobuses Del Norte,15468.9793814433,54693,28.283289235264657,Baja
L-5,Autobuses Del Norte,24294.666666666668,54693,44.42006594384413,Baja
LIENA 5,Autobuses Del Norte,19012.0,54693,34.76130400599711,Baja
LNIEA 4,Autobuses Del Norte,22493.666666666668,54693,41.12713997525582,Baja
LÍNEA 11,Autobuses Del Norte,21748.5,54693,39.76468652295541,Baja
LINEA B2,Autobuses Del Norte,19910.0,54693,36.403196021428705,Baja
LINÉA 3,Autobuses Del Norte,16787.0,54693,30.693141718318618,Baja
LINEA  6,Autobuses Del Norte,20747.0,54693,37.933556396613824,Baja
L8,Bellas Artes,20131.84044715447,59601,33.777689044067166,Baja
L2,Bellas Artes,26623.60122324159,59601,44.6697223590906,Baja
LNIEA 4,Bellas Artes,20103.5,59601,33.73013875606114,Baja
L-2,Bellas Artes,25171.583333333332,59601,42.23349160808264,Baja
L-8,Bellas Artes,20746.909090909092,59601,34.809666097731736,Baja
LÍNEA 8,Bellas Artes,15224.881087202719,59601,25.544673893395615,Baja
LÍNEA 2,Bellas Artes,17537.614371257485,59601,29.425033759932695,Baja
LINÉA 3,Bellas Artes,25861.8,59601,43.39155383298937,Baja
LINEA  6,Bellas Artes,19425.666666666668,59601,32.59285358746777,Baja
L7,Bellas Artes,33282.0,59601,55.84134494387678,Media
LÍNEA 11,Bellas Artes,13698.0,59601,22.98283585845875,Baja
LINEA B2,Bellas Artes,22895.0,59601,38.41378500360732,Baja
LINENA 1,Bellas Artes,16482.25,59601,27.65431788057247,Baja
LIENA 5,Bellas Artes,10430.0,59601,17.499706380765424,Baja
LB,Bosque De Aragón,6086.712484749898,16373,37.17530376076405,Baja
LINÉA 3,Bosque De Aragón,5149.0,16373,31.448115800403105,Baja
L-B,Bosque De Aragón,6638.111111111111,16373,40.54303494235089,Baja
LIENA 5,Bosque De Aragón,6769.0,16373,41.342454040188116,Baja
LINEA B2,Bosque De Aragón,5720.6,16373,34.93922921883589,Baja
LÍNEA B,Bosque De Aragón,3759.348810872027,16373,22.960659688951488,Baja
LNIEA 4,Bosque De Aragón,4518.0,16373,27.59420997984487,Baja
LÍNEA 11,Bosque De Aragón,5978.0,16373,36.51132962804618,Baja
LINEA  6,Bosque De Aragón,8003.0,16373,48.87925242777744,Baja
LB,Buenavista,52576.59131493507,96097,54.712000702347694,Media
LIENA 5,Buenavista,60954.5,96097,63.4301799223701,Media
LNIEA 4,Buenavista,56589.5,96097,58.887894523242146,Media
LÍNEA 11,Buenavista,48240.5,96097,50.19979812064893,Media
L7,Buenavista,57871.0,96097,60.221442917052556,Media
LÍNEA B,Buenavista,41019.65596330275,96097,42.68567797465347,Baja
L-B,Buenavista,53824.833333333336,96097,56.01094033459248,Media
LINEA  6,Buenavista,47619.666666666664,96097,49.55374951004367,Baja
LINÉA 3,Buenavista,43273.666666666664,96097,45.03123579993825,Baja
LINENA 1,Buenavista,37575.5,96097,39.10163688772803,Baja
L7,Camarones,13986.182554138839,29683,47.118493933021725,Baja
L-7,Camarones,11046.125,29683,37.21364080450089,Baja
LÍNEA 7,Camarones,9596.239500567537,29683,32.32907556705029,Baja
LIENA 5,Camarones,14681.25,29683,49.46012869319139,Baja
LINEA B2,Camarones,17471.0,29683,58.85860593605767,Media
LINÉA 3,Camarones,5734.0,29683,19.3174544351986,Baja
LNIEA 4,Camarones,8249.0,29683,27.79031769026042,Baja
LINEA  6,Camarones,11917.5,29683,40.14924367483071,Baja
L8,Cerro De La Estrella,11705.365728374769,59268,19.74989155762767,Baja
L7,Cerro De La Estrella,11539.25,59268,19.469612607140448,Baja
LÍNEA 8,Cerro De La Estrella,8722.727891156463,59268,14.717432495033513,Baja
L-8,Cerro De La Estrella,11715.454545454546,59268,19.766913925650513,Baja
LINEA  6,Cerro De La Estrella,10532.0,59268,17.77012890598637,Baja
LINENA 1,Cerro De La Estrella,8834.0,59268,14.905176486468246,Baja
LNIEA 4,Cerro De La Estrella,11935.0,59268,20.1373422420193,Baja
LINEA B2,Cerro De La Estrella,11609.0,59268,19.58729837348991,Baja
L2,Colegio Militar,14911.562576437016,34703,42.969087907204035,Baja
L-2,Colegio Militar,12900.0,34703,37.17257873959024,Baja
LÍNEA 2,Colegio Militar,9483.66,34703,27.328069619341267,Baja
LINENA 1,Colegio Militar,14603.666666666666,34703,42.08185651576712,Baja
LINEA B2,Colegio Militar,9968.0,34703,28.723741463274067,Baja
L7,Colegio Militar,17259.0,34703,49.73345243927038,Baja
LNIEA 4,Colegio Militar,18307.0,34703,52.75336426245569,Media
LINEA  6,Colegio Militar,10140.0,34703,29.219375846468605,Baja
L8,Coyuya,21589.38776337115,36687,58.8475148237009,Media
L7,Coyuya,10988.0,36687,29.950663722844606,Baja
LÍNEA 8,Coyuya,18811.236632536973,36687,51.274938350197544,Media
LINÉA 3,Coyuya,13836.0,36687,37.7136315316052,Baja
LIENA 5,Coyuya,19331.0,36687,52.69168915419631,Media
LINENA 1,Coyuya,21615.0,36687,58.91732766375011,Media
L-8,Coyuya,20943.6,36687,57.08725161501349,Media
LNIEA 4,Coyuya,23691.5,36687,64.57737073077658,Media
LINEA B2,Coyuya,18384.5,36687,50.11175620792107,Media
LB,Deportivo Oceanía,15648.51738410596,34475,45.3909133694154,Baja
L-B,Deportivo Oceanía,16004.8,34475,46.4243654822335,Baja
LÍNEA B,Deportivo Oceanía,11020.22814982974,34475,31.965853951645368,Baja
LIENA 5,Deportivo Oceanía,20692.5,34475,60.02175489485134,Media
LINEA  6,Deportivo Oceanía,20577.0,34475,59.68672951414068,Media
LINENA 1,Deportivo Oceanía,11674.0,34475,33.86221899927484,Baja
LNIEA 4,Deportivo Oceanía,12737.5,34475,36.94706308919507,Baja
L4,Fray Servando,7899.509356364384,19733,40.03197362977948,Baja
LÍNEA 4,Fray Servando,6948.9735935706085,19733,35.21498805843312,Baja
L-4,Fray Servando,7402.0,19733,37.51076876298586,Baja
LIENA 5,Fray Servando,9806.5,19733,49.69594080981098,Baja
LINEA  6,Fray Servando,7298.0,19733,36.983732833324886,Baja
LINENA 1,Fray Servando,6398.333333333333,19733,32.424534198212804,Baja
LINÉA 3,Fray Servando,6896.0,19733,34.94653625905843,Baja
L7,Fray Servando,8819.0,19733,44.69163330461664,Baja
LÍNEA 11,Fray Servando,10170.0,19733,51.53803273703947,Media
LINEA B2,Fray Servando,6786.0,19733,34.389094410378554,Baja
LB,Impulsora,24316.974228896102,48649,49.98453047112192,Baja
LÍNEA B,Impulsora,17757.704622322435,48649,36.50168476705058,Baja
LINEA B2,Impulsora,28463.0,48649,58.506855228267796,Media
L-B,Impulsora,26856.333333333332,48649,55.20428648756055,Media
LNIEA 4,Impulsora,27750.666666666668,48649,57.0426250625227,Media
LINÉA 3,Impulsora,24970.0,48649,51.32685152829451,Media
LINENA 1,Impulsora,29601.5,48649,60.847088326584306,Media
LÍNEA 11,Impulsora,30534.0,48649,62.763880038644174,Media
LINEA 12,Insurgentes Sur,27355.215286624203,52624,51.982394509395334,Media
LNIEA 4,Insurgentes Sur,34673.0,52624,65.88818789905746,Media
LÍNEA 12,Insurgentes Sur,16061.588709677419,52624,30.521413631950097,Baja
LINENA 1,Insurgentes Sur,7274.5,52624,13.823540589844937,Baja
LÍNEA 11,Insurgentes Sur,19051.5,52624,36.20306324110672,Baja
LINÉA 3,Insurgentes Sur,12734.5,52624,24.199034660991185,Baja
LB,Lagunilla,23397.115243902437,74326,31.479045346046387,Baja
LÍNEA B,Lagunilla,16311.827508455468,74326,21.946327675988844,Baja
L7,Lagunilla,24294.333333333332,74326,32.6861842872391,Baja
L-B,Lagunilla,20586.222222222223,74326,27.697201816621668,Baja
LNIEA 4,Lagunilla,14264.0,74326,19.19113096359282,Baja
LIENA 5,Lagunilla,9563.0,74326,12.866291741786185,Baja
L6,Lindavista,15555.253151687677,31831,48.86825155253582,Baja
LINEA B2,Lindavista,20384.0,31831,64.03820175300807,Media
LÍNEA 6,Lindavista,10480.92857142857,31831,32.92679642935683,Baja
LINENA 1,Lindavista,16505.4,31831,51.853224843705824,Media
L-6,Lindavista,16609.11111111111,31831,52.17904279196729,Media
LNIEA 4,Lindavista,13253.0,31831,41.63551255065816,Baja
LIENA 5,Lindavista,20461.0,31831,64.2801043008388,Media
LÍNEA 11,Lindavista,11989.0,31831,37.66454085639785,Baja
LINEA  6,Lindavista,6755.0,31831,21.221450786968678,Baja
LINÉA 3,Lindavista,4374.5,31831,13.742892149162767,Baja
L1,Merced,45692.03425531915,88624,51.55717893044678,Media
L-1,Merced,44659.625,88624,50.39224702112295,Media
LÍNEA 1,Merced,33046.77655677656,88624,37.28874408374318,Baja
LINEA  6,Merced,36138.25,88624,40.77704684961184,Baja
LINÉA 3,Merced,33626.5,88624,37.94288228922188,Baja
L7,Merced,37672.666666666664,88624,42.508425106818315,Baja
LINENA 1,Merced,65963.0,88624,74.43017692724318,Media
LIENA 5,Merced,52915.0,88624,59.70730276223145,Media
LINEA B2,Merced,37963.0,88624,42.83602635854847,Baja
LÍNEA 11,Merced,49792.0,88624,56.18342661130168,Media
LNIEA 4,Merced,32854.5,88624,37.07178642354216,Baja
LB,Morelos,4859.050507099391,18034,26.943831136183828,Baja
L4,Morelos,7424.1243375458625,18034,41.167374612098605,Baja
LÍNEA B,Morelos,3936.642369020501,18034,21.82900282256017,Baja
LINÉA 3,Morelos,5695.666666666667,18034,31.582935935824924,Baja
L-B,Morelos,4992.0,18034,27.681046911389593,Baja
L-4,Morelos,7746.333333333333,18034,42.95404975786477,Baja
LÍNEA 4,Morelos,5554.045662100457,18034,30.79763592159508,Baja
LNIEA 4,Morelos,5693.0,18034,31.56814905179106,Baja
LINEA B2,Morelos,6730.25,18034,37.31978485083731,Baja
L7,Morelos,5657.8,18034,31.372962182544086,Baja
LIENA 5,Morelos,6183.0,18034,34.285238993013195,Baja
LÍNEA 11,Morelos,2531.0,18034,14.034601308639235,Baja
LINEA  6,Morelos,5508.333333333333,18034,30.54415733244612,Baja
LINENA 1,Morelos,5909.0,18034,32.76588665853388,Baja
L2,Nativitas,20036.57581300813,38384,52.20033298511913,Media
LNIEA 4,Nativitas,22367.0,38384,58.27167569820758,Media
LINEA B2,Nativitas,14428.0,38384,37.588578574406,Baja
LÍNEA 2,Nativitas,12128.236257309942,38384,31.59711405093253,Baja
LINENA 1,Nativitas,22222.0,38384,57.89391413088787,Media
LINÉA 3,Nativitas,14112.0,38384,36.76531888286786,Baja
L-2,Nativitas,19965.75,38384,52.015813880783654,Media
LINEA  6,Nativitas,21528.5,38384,56.087171738224264,Media
LÍNEA 11,Nativitas,28888.0,38384,75.26052521884118,Media
L3,Niños Héroes,18440.465772902702,49333,37.37957507733708,Baja
LÍNEA 3,Niños Héroes,13617.611045828437,49333,27.603452143247797,Baja
LINENA 1,Niños Héroes,20206.75,49333,40.95990513449415,Baja
L7,Niños Héroes,26065.0,49333,52.83481645146251,Media
LINEA B2,Niños Héroes,12617.333333333334,49333,25.575848485462743,Baja
LNIEA 4,Niños Héroes,23271.0,49333,47.17126467070724,Baja
L-3,Niños Héroes,17813.5,49333,36.10868992358057,Baja
LINEA  6,Niños Héroes,24574.0,49333,49.812498733099545,Baja
LÍNEA 11,Niños Héroes,13927.0,49333,28.230596152676707,Baja
LIENA 5,Niños Héroes,6197.0,49333,12.561571361968662,Baja
LINEA 12,Periférico Oriente,27676.116525423728,60828,45.49897502042436,Baja
LINÉA 3,Periférico Oriente,19568.0,60828,32.16939567304531,Baja
LINEA B2,Periférico Oriente,34335.5,60828,56.4468665746038,Media
LINEA  6,Periférico Oriente,27571.0,60828,45.32616558164003,Baja
LÍNEA 12,Periférico Oriente,15612.049586776859,60828,25.66589331685549,Baja
LINENA 1,Periférico Oriente,21692.0,60828,35.661208653909384,Baja
L7,Periférico Oriente,32316.0,60828,53.12684947721444,Media
LIENA 5,Periférico Oriente,18937.0,60828,31.132044453212337,Baja
L6,Tezozómoc,5478.617846153847,12870,42.568903233518625,Baja
LÍNEA 11,Tezozómoc,6131.0,12870,47.63791763791764,Baja
LÍNEA 6,Tezozómoc,3975.1860730593608,12870,30.887226674897907,Baja
LNIEA 4,Tezozómoc,4516.0,12870,35.08935508935509,Baja
LINEA B2,Tezozómoc,5416.5,12870,42.086247086247084,Baja
LINÉA 3,Tezozómoc,5187.5,12870,40.30691530691531,Baja
L7,Tezozómoc,7114.0,12870,55.27583527583527,Media
L-6,Tezozómoc,6571.0,12870,51.05672105672105,Media
LIENA 5,Tezozómoc,9344.0,12870,72.60295260295261,Media
LINENA 1,Tezozómoc,6223.0,12870,48.35275835275835,Baja
L3,Zapata,26268.660696112354,69836,37.61478420315075,Baja
LINEA 12,Zapata,11538.856851757513,69836,16.522791757485415,Baja
LIENA 5,Zapata,16544.0,69836,23.689787502147887,Baja
LINEA  6,Zapata,26684.0,69836,38.209519445558165,Baja
L7,Zapata,13077.5,69836,18.726015235695055,Baja
LINENA 1,Zapata,24135.5,69836,34.56025545563893,Baja
LÍNEA 3,Zapata,24540.582943925234,69836,35.14030434722097,Baja
L-3,Zapata,32790.9,69836,46.95414972220631,Baja
LÍNEA 11,Zapata,13209.5,69836,18.91502949768028,Baja
LINEA B2,Zapata,25301.333333333332,69836,36.2296427821372,Baja
LNIEA 4,Zapata,12554.0,69836,17.97640185577639,Baja
LÍNEA 12,Zapata,7548.133333333333,69836,10.808370086106498,Baja
LINÉA 3,Zapata,9566.0,69836,13.69780628901999,Baja
L1,Zaragoza,45569.75524328859,85742,53.147530082443375,Media
LINENA 1,Zaragoza,54286.0,85742,63.31319540015395,Media
L-1,Zaragoza,51945.0,85742,60.582911525273495,Media
LÍNEA 1,Zaragoza,27589.85740402194,85742,32.17776282804453,Baja
LÍNEA 11,Zaragoza,43752.0,85742,51.02750110797509,Media
L7,Zaragoza,59689.5,85742,69.61524107205337,Media
LINEA  6,Zaragoza,58538.5,85742,68.27284178115742,Media
LNIEA 4,Zaragoza,32966.0,85742,38.44790184507009,Baja
L2,Zócalo/tenochtitlan,62028.77165354331,157039,39.49895991030464,Baja
LÍNEA 2,Zócalo/tenochtitlan,36419.524183006535,157039,23.191388243052067,Baja
L-2,Zócalo/tenochtitlan,64108.0,157039,40.82298027878425,Baja
LÍNEA 11,Zócalo/tenochtitlan,59559.5,157039,37.926566012264466,Baja
LINEA B2,Zócalo/tenochtitlan,67398.0,157039,42.91800126083329,Baja
L7,Zócalo/tenochtitlan,79647.5,157039,50.718292908131104,Media
LINÉA 3,Zócalo/tenochtitlan,19026.0,157039,12.115461764275116,Baja
LA,Acatitla,14322.727140482128,32248,44.4143114006516,Baja
LÍNEA A,Acatitla,13040.054794520547,32248,40.43678614028946,Baja
LINÉA 3,Acatitla,13097.666666666666,32248,40.61543868353593,Baja
L-A,Acatitla,14762.2,32248,45.777102455966265,Baja
LÍNEA 11,Acatitla,17385.0,32248,53.91032001984619,Media
LINEA  6,Acatitla,11132.333333333334,32248,34.521003886545934,Baja
LIENA 5,Acatitla,14380.5,32248,44.59346316050608,Baja
L7,Acatitla,14957.0,32248,46.3811709253287,Baja
LINENA 1,Acatitla,12390.0,32248,38.42098734805259,Baja
LINEA 12,Calle 11,11855.173280823992,23671,50.083111321127085,Media
LINENA 1,Calle 11,11743.0,23671,49.60922647965865,Baja
LÍNEA 11,Calle 11,5670.0,23671,23.953360652274934,Baja
LINEA  6,Calle 11,13591.0,23671,57.416247729289005,Media
LÍNEA 12,Calle 11,8122.024590163935,23671,34.3121312583496,Baja
L9,Chilpancingo,39217.78804569563,98090,39.98143342409586,Baja
LÍNEA 9,Chilpancingo,31216.631399317404,98090,31.8244789472091,Baja
L-9,Chilpancingo,43418.0,98090,44.26343154246101,Baja
L7,Chilpancingo,53125.0,98090,54.15944540727903,Media
LINÉA 3,Chilpancingo,44953.0,98090,45.828320929758384,Baja
LNIEA 4,Chilpancingo,47499.0,98090,48.42389642165358,Baja
LINENA 1,Chilpancingo,36996.8,98090,37.71719849118157,Baja
LÍNEA 11,Chilpancingo,49066.0,98090,50.021408910184526,Media
LINEA  6,Chilpancingo,41992.0,98090,42.80966459374044,Baja
LINEA B2,Chilpancingo,35653.333333333336,98090,36.3475719577259,Baja
LINEA 12,Eje Central,8879.429644985748,17116,51.87794838154795,Media
LINEA  6,Eje Central,9987.2,17116,58.35008179481188,Media
LINEA B2,Eje Central,8539.5,17116,49.8919139985978,Baja
LÍNEA 11,Eje Central,9217.0,17116,53.85019864454311,Media
LIENA 5,Eje Central,11193.0,17116,65.3949520916102,Media
LÍNEA 12,Eje Central,5891.549019607844,17116,34.42129597807808,Baja
LINENA 1,Eje Central,4276.0,17116,24.982472540313157,Baja
LNIEA 4,Eje Central,5860.0,17116,34.236971254966114,Baja
L7,El Rosario,31616.21524390244,62101,50.91095995861973,Media
L6,El Rosario,17952.99634591961,62101,28.909351453148275,Baja
LÍNEA 11,El Rosario,31925.0,62101,51.40818988422087,Media
LÍNEA 7,El Rosario,20313.149490373726,62101,32.709858923968575,Baja
LIENA 5,El Rosario,27538.5,62101,44.34469654272878,Baja
L-7,El Rosario,31396.727272727272,62101,50.55752286231666,Media
LÍNEA 6,El Rosario,11230.625850340137,62101,18.084452505338298,Baja
LNIEA 4,El Rosario,27653.0,62101,44.52907360590007,Baja
LINÉA 3,El Rosario,22595.666666666668,62101,36.385350745828035,Baja
L-6,El Rosario,17327.25,62101,27.90172460990966,Baja
LINEA B2,El Rosario,33633.0,62101,54.15854817152703,Media
LINENA 1,El Rosario,11427.0,62101,18.40066987649152,Baja
LB,Garibaldi/lagunilla,7427.245014245014,81726,9.087983033850934,Baja
L8,Garibaldi/lagunilla,20528.96386280114,81726,25.11925686171003,Baja
L-B,Garibaldi/lagunilla,6528.428571428572,81726,7.988190504158495,Baja
LNIEA 4,Garibaldi/lagunilla,10213.857142857143,81726,12.497683898462109,Baja
LÍNEA B,Garibaldi/lagunilla,5133.343642611684,81726,6.281163451792189,Baja
LINEA  6,Garibaldi/lagunilla,20759.0,81726,25.400729266084234,Baja
LINEA B2,Garibaldi/lagunilla,16931.5,81726,20.717397156351712,Baja
LÍNEA 8,Garibaldi/lagunilla,13420.83163841808,81726,16.421740496804052,Baja
LINÉA 3,Garibaldi/lagunilla,16954.0,81726,20.744928174632307,Baja
LÍNEA 11,Garibaldi/lagunilla,9157.0,81726,11.204512639796393,Baja
L-8,Garibaldi/lagunilla,21081.153846153848,81726,25.794916973978722,Baja
L7,Garibaldi/lagunilla,8128.0,81726,9.945427403763796,Baja
LIENA 5,Garibaldi/lagunilla,11312.666666666666,81726,13.842188124546247,Baja
LINENA 1,Garibaldi/lagunilla,17475.0,81726,21.382424197929666,Baja
L3,Indios Verdes,105627.68082943688,263056,40.15406636968436,Baja
LÍNEA 3,Indios Verdes,80762.65303738318,263056,30.70169585083905,Baja
L7,Indios Verdes,93679.5,263056,35.61199896599964,Baja
L-3,Indios Verdes,82358.25,263056,31.308257557326197,Baja
LINENA 1,Indios Verdes,81114.66666666667,263056,30.8355128439065,Baja
LINÉA 3,Indios Verdes,72175.66666666667,263056,27.437377085740934,Baja
LNIEA 4,Indios Verdes,86810.0,263056,33.00057782373335,Baja
LINEA  6,Indios Verdes,145842.0,263056,55.44142692050362,Media
L1,Juanacatlán,11864.498675018069,28914,41.03375069176893,Baja
LÍNEA 1,Juanacatlán,5820.478662053057,28914,20.130312865923276,Baja
L-1,Juanacatlán,11890.0,28914,41.12194784533444,Baja
LÍNEA 11,Juanacatlán,11583.0,28914,40.06017846026146,Baja
LNIEA 4,Juanacatlán,15875.0,28914,54.90419865808951,Media
LIENA 5,Juanacatlán,16502.0,28914,57.0726983468216,Media
LINÉA 3,Juanacatlán,4119.0,28914,14.245694127412326,Baja
LINEA  6,Juanacatlán,5701.0,28914,19.717092066127133,Baja
L7,Juanacatlán,4691.0,28914,16.223974545203017,Baja
L5,Misterios,7924.142857142857,16715,47.40737575317294,Baja
LINÉA 3,Misterios,8877.0,16715,53.10798683816931,Media
LINEA B2,Misterios,7849.5,16715,46.960813640442716,Baja
L-5,Misterios,9676.714285714286,16715,57.89239776077946,Media
LINENA 1,Misterios,7653.333333333333,16715,45.787217070495565,Baja
LÍNEA 5,Misterios,5816.635103926097,16715,34.79889383144539,Baja
LIENA 5,Misterios,9650.0,16715,57.73257553096022,Media
LÍNEA 11,Misterios,9115.0,16715,54.53185761292253,Media
LNIEA 4,Misterios,6098.5,16715,36.48519294047263,Baja
L1,Pantitlán,41308.432551319645,171245,24.122416742865276,Baja
LA,Pantitlán,73182.86107150132,171245,42.73576517358248,Baja
L5,Pantitlán,75224.98335025381,171245,43.9282801543133,Baja
L9,Pantitlán,71349.25,171245,41.66501211714211,Baja
LÍNEA 1,Pantitlán,25677.86456400742,171245,14.994811272742222,Baja
LINEA  6,Pantitlán,90480.25,171245,52.83672515985868,Media
L-A,Pantitlán,68044.0,171245,39.73488277029986,Baja
LÍNEA 5,Pantitlán,48292.31477272727,171245,28.20071521663539,Baja
LNIEA 4,Pantitlán,90091.83333333333,171245,52.60990588532998,Media
LINÉA 3,Pantitlán,69479.0,171245,40.57286344126836,Baja
LINENA 1,Pantitlán,47942.0,171245,27.9961458728722,Baja
LIENA 5,Pantitlán,53324.083333333336,171245,31.13906002121717,Baja
LINEA B2,Pantitlán,58400.5,171245,34.10347747379486,Baja
L-5,Pantitlán,71237.14285714286,171245,41.599546180701836,Baja
LÍNEA 9,Pantitlán,42148.160092807426,171245,24.612782909169567,Baja
LÍNEA A,Pantitlán,30164.505131128848,171245,17.61482386704946,Baja
L-1,Pantitlán,40210.083333333336,171245,23.481026210011,Baja
L-9,Pantitlán,76116.0,171245,44.44859703932962,Baja
L7,Pantitlán,50668.57142857143,171245,29.588350859044894,Baja
LÍNEA 11,Pantitlán,58112.125,171245,33.93507839644953,Baja
L5,Politécnico,31264.52768201176,62798,49.785865285537376,Baja
L-5,Politécnico,30312.666666666668,62798,48.2701147594934,Baja
LINEA  6,Politécnico,22248.333333333332,62798,35.4284106712528,Baja
LÍNEA 5,Politécnico,20423.729574223245,62798,32.52289814042365,Baja
LINÉA 3,Politécnico,19092.0,62798,30.402242109621326,Baja
L7,Politécnico,28322.5,62798,45.10095862925571,Baja
LINENA 1,Politécnico,35029.0,62798,55.78043886747985,Media
LÍNEA 11,Politécnico,10331.0,62798,16.4511608649957,Baja
LINEA B2,Politécnico,27128.0,62798,43.19882798815249,Baja
L2,Portales,20595.928499088513,36719,56.09065742282881,Media
L-2,Portales,20897.5,36719,56.911952939894874,Media
LÍNEA 2,Portales,13964.324228028503,36719,38.03024109596804,Baja
LINEA  6,Portales,18853.0,36719,51.343990849424,Media
LÍNEA 11,Portales,25140.0,36719,68.46591682780033,Media
LINEA B2,Portales,13524.0,36719,36.83106838421526,Baja
LNIEA 4,Portales,19723.5,36719,53.7146981126937,Media
L7,Portales,18022.0,36719,49.08085732182249,Baja
LINENA 1,Portales,29490.0,36719,80.31264467986601,Alta
L7,Refinería,9627.137923946557,26872,35.825907725314664,Baja
LÍNEA 7,Refinería,9874.708381171067,26872,36.747202966549075,Baja
LIENA 5,Refinería,6337.0,26872,23.582167311699912,Baja
LINÉA 3,Refinería,11022.0,26872,41.01667162846085,Baja
LINENA 1,Refinería,10548.0,26872,39.25275379577255,Baja
L-7,Refinería,9990.8,26872,37.17922000595415,Baja
LINEA B2,Refinería,11260.75,26872,41.90514289967252,Baja
LINEA  6,Refinería,8241.666666666666,26872,30.670090304654163,Baja
LNIEA 4,Refinería,11013.0,26872,40.9831795177136,Baja
L2,San Antonio Abad,21339.40816741162,43143,49.46204057995879,Baja
LÍNEA 2,San Antonio Abad,13638.718160377359,43143,31.612818210085898,Baja
LÍNEA 11,San Antonio Abad,20633.0,43143,47.82467607723153,Baja
LINENA 1,San Antonio Abad,27482.666666666668,43143,63.70133432229254,Media
L7,San Antonio Abad,22019.0,43143,51.037248221032385,Media
L-2,San Antonio Abad,18191.14285714286,43143,42.16476104383761,Baja
LINEA  6,San Antonio Abad,10728.0,43143,24.86614282734163,Baja
LIENA 5,San Antonio Abad,39036.0,43143,90.48049509769835,Alta
L7,San Pedro De Los Pinos,11718.916464401294,29255,40.05782418185368,Baja
LÍNEA 7,San Pedro De Los Pinos,7820.655681818182,29255,26.732714687466014,Baja
L-7,San Pedro De Los Pinos,14084.0,29255,48.14219791488634,Baja
LINEA B2,San Pedro De Los Pinos,8724.5,29255,29.82225260639207,Baja
LINEA  6,San Pedro De Los Pinos,12469.0,29255,42.62177405571697,Baja
LIENA 5,San Pedro De Los Pinos,13961.5,29255,47.723466074175356,Baja
LÍNEA 11,San Pedro De Los Pinos,8862.0,29255,30.292257733720728,Baja
LNIEA 4,San Pedro De Los Pinos,3652.0,29255,12.483336181849257,Baja
L4,Santa Anita,2705.2164361269324,119181,2.2698386790905705,Baja
L8,Santa Anita,6217.424045491471,119181,5.216791305234451,Baja
LÍNEA 8,Santa Anita,3762.498866213152,119181,3.156961987408355,Baja
LÍNEA 4,Santa Anita,1455.0433295324972,119181,1.2208685356998994,Baja
L-4,Santa Anita,2918.2,119181,2.4485446505734973,Baja
LINEA B2,Santa Anita,4215.333333333333,119181,3.5369172379266267,Baja
LNIEA 4,Santa Anita,2067.0,119181,1.734336848994387,Baja
L-8,Santa Anita,6474.333333333333,119181,5.432353591036603,Baja
LINEA  6,Santa Anita,3119.6666666666665,119181,2.6175872552392296,Baja
